# Constructed from biom file
#OTU ID	N1.1	N1.2	N1.3	N1.4	N1.5	N2.1	N2.2	N3.1	N3.2	N3.3	N4.1	N4.2	N4.3	N4.4	N5.1	N5.2	N5.3	N5.4	N6.1	N6.2	N6.3	N6.4	N7.1	N7.2	N8.1	N8.2	N8.3	N8.4	C1	C2	C3	C4	taxonomy
ASV_11	0.019202938884559723	0.05523022160982891	0.03565630449161205	0.04608191087826038	0.03542835529218937	0.010830728003573023	0.01461038961038961	0.00761067638546468	0.007124090541632983	0.029582426691534557	0.04452199025329403	0.026353645203981816	0.01656880413929423	0.01490991923793746	0.023921977550144146	0.02995631370917412	0.008480238474584982	0.011347202135943932	0.02868708201337557	0.017070744095931296	0.03394841472117443	0.040658179439440445	0.03351984250336753	0.013642637222635099	0.021577149953430613	0.038066018976194535	0.022536545749864644	0.0283565160288938	0.016990140757735476	0.012958617747440273	0.02177453404909826	0.022124161276672914	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens
ASV_12	0.010297228097517533	0.027844758296015616	0.015633455594973242	0.013126021069235536	0.0126709953980962	0.023838767306833406	0.018618100649350648	0.04625361775109872	0.013086095392077607	0.028701688944150865	0.011190662415017146	0.009379135738535013	0.02552177199000058	0.02624767032511907	0.014353186530086487	0.014042022051175369	0.016035360024669786	0.023250639670708645	0.017012788924087762	0.024244645755877887	0.017127128147619533	0.027726060484073868	0.013003833799606259	0.023144707506104683	0.02561316361378454	0.026362138514857112	0.017596101786681105	0.02740134917318369	0.061635766106529426	0.021064419795221844	0.037276072139453525	0.03632956537508312	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_13	0.009128353556718245	0.03260994373636468	0.016715771751548314	0.012562672525491522	0.009392926936897182	0.01937248771773113	0.015066964285714286	0.049630185443241506	0.014147130153597413	0.026163091907574345	0.011792310931953553	0.0095517578686921	0.02197546654264287	0.028732656864775316	0.014046494510212844	0.015082171832743916	0.01644652310222542	0.020358215596840583	0.01689545934530095	0.020683877048751114	0.017687837700071363	0.03311025008805918	0.01310745000518081	0.02123367661110521	0.025147469729897547	0.025793988977898984	0.018205197617758528	0.027938630529520624	0.06058163328579401	0.018184726962457338	0.02925387538452259	0.02955933023030889	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_14	0.010575531559612602	0.010965667700080377	0.013649209307918946	0.029913807672807165	0.015381705856395386	0.005750334970969183	0.005783279220779221	0.002197448815521492	0.002981002425222312	0.005750699409387629	0.0501173214608026	0.059497094194142355	0.025638044299750015	0.011803686063367156	0.03944059375575047	0.019138755980861243	0.023076527727810044	0.018077650461675383	0.025695177754311863	0.02707231502330209	0.04500968498317871	0.05977960046293967	0.008496528857113253	0.010192164773330502	0.03841974542067681	0.03727060962445316	0.019964807796426638	0.013252940122977733	0.001550195324610901	0.009492320819112629	0.01719042161770915	0.01589796288460376	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_15	0.009072692864299231	0.026753932713285106	0.014551139438398171	0.011097966311757084	0.010086364495996975	0.02261054041983028	0.019023944805194804	0.04207310537035052	0.011519805982215036	0.025230546057403377	0.011070332711629867	0.009666839288796823	0.020522062670774954	0.02562642369020501	0.010059498251855486	0.01440607447472436	0.015367220023641878	0.01985760373790188	0.015898157925613048	0.020683877048751114	0.015801814660006117	0.0273235042520002	0.01336649051911719	0.020384329546661004	0.024216081962123565	0.02386228055224135	0.016310232809962102	0.028655005671303205	0.05791529732746326	0.01690486348122867	0.0378792448277942	0.0346974551169679	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_16	0.008627407324947123	0.02698358020438627	0.015092297516685707	0.009971269224269056	0.010527642942696841	0.02115899955337204	0.016284496753246752	0.04303783899667703	0.011065076798706549	0.02243290850689048	0.010709343601468023	0.009379135738535013	0.02133596883902099	0.027438393042037688	0.012267680794945715	0.014354066985645933	0.016138150794058694	0.019579486038491488	0.01601548750439986	0.019374770906425094	0.016311550616780506	0.027222865193981784	0.010827893482540669	0.021923771100966133	0.024759391493325053	0.022555536617237658	0.013603140227395777	0.024774640319980896	0.053946797296459355	0.015784982935153583	0.03281259424573255	0.034334763948497854	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_17	0.013581208950239341	0.018371799288092776	0.01725692982983585	0.015097740972339586	0.010653722498896803	0.025401965163019204	0.006392045454545455	0.02486868903419445	0.01849232012934519	0.011242358304838877	0.02719451296552554	0.010242246389320444	0.02214987500726702	0.04141644232760406	0.015150585781757958	0.018982733513625963	0.020301176954309504	0.017187673823562132	0.017716766396808636	0.013667068125883646	0.010806402283617086	0.02083228500981231	0.008859185576624184	0.00997982800721945	0.01226327227569078	0.00914720754502585	0.009813210611802924	0.014088711121724076	0.0259812736404787	0.0087990614334471	0.028047530007841246	0.02756452880372363	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_18	0.004508516085940109	0.02290733723734068	0.003246948469725212	0.006534843107430567	0.007564773371997731	0.00949084412684234	0.012479707792207792	0.013559867081144818	0.003284155214227971	0.021707595067868613	0.004512363877023043	0.0016111398814661372	0.0018022208011162142	0.041571753986332574	0.006931239649144329	0.012793842313293113	0.00498535231536208	0.008844142841250418	0.018479408658922915	0.07571869927213698	0.02844326638801101	0.0368338952347406	0.012796601388457155	0.017093109671939697	0.022275690779261097	0.029373331060735187	0.02192744991878722	0.02662527610291923	0.014013765734482545	0.011838737201365187	0.01803486338138609	0.016562896693465515	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_19	0.0187019926527886	0.013664025720519004	0.030485238410197825	0.026026702720973467	0.022505200781693248	0.006085305940151853	0.008269074675324676	0.009325758387822918	0.0050525464834276475	0.006424204745622215	0.018169785211479453	0.01628402094481846	0.011104005581070869	0.02396976599710085	0.006563209225295958	0.0066049511129602665	0.005602096931695534	0.009567248859717433	0.02270327349524815	0.019584227889197257	0.01733102253032929	0.027474462839027828	0.02036058439539944	0.013642637222635099	0.019015833592052157	0.023180501107891598	0.015024363833243097	0.021252462539549877	0.009363179760649843	0.006612627986348123	0.009590445744616684	0.010941183582179773	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_20	0.013024602026049204	0.013319554483867263	0.01767783055739282	0.009802264661145851	0.022505200781693248	0.011500669941938366	0.008928571428571428	0.013452674455997427	0.0027283751010509297	0.011760439332711635	0.019433247097045907	0.011162897750158237	0.007034474739840707	0.011389521640091117	0.0124516960068699	0.010817557728312877	0.011358380017474431	0.01724329736344421	0.021529977707380032	0.015814002199298318	0.02130696299316954	0.023650178634327983	0.027665526888405345	0.01454506847860707	0.009391493325054331	0.010397136526333731	0.01671629669734705	0.023759775535788907	0.01252557822285608	0.006825938566552901	0.01073647385246396	0.00930907332406456	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_21	0.011800066792830903	0.01676426685038466	0.024953400276591906	0.016506112331699622	0.01159931917039652	0.014068780705672175	0.013240665584415584	0.01999142458998821	0.004749393694421989	0.018495492695057507	0.018169785211479453	0.0236492318315208	0.018138480320911574	0.008542141230068337	0.011531619947248972	0.013885999583940087	0.011306984632779977	0.027366781621982424	0.008858383198404318	0.006493166465937058	0.008257722499745133	0.013284355658431037	0.009221842296135116	0.010032912198747213	0.009701955914312325	0.006760979489801716	0.010760693015701137	0.016834815831890632	0.017424195448626528	0.007092576791808873	0.01821581518788829	0.01777186725503234	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_22	0.012746298563954135	0.01762544494201401	0.021946966508327823	0.015379415244211594	0.013238353400996028	0.016581062974542208	0.013392857142857142	0.01640047164755065	0.003991511721907841	0.016837633405864676	0.016064015402202033	0.024397261062201508	0.01656880413929423	0.00957755228825844	0.014169171318162302	0.011389640108175577	0.011615356940946703	0.02219379241294916	0.008154405725683446	0.007749908362570037	0.008206748904067694	0.014089468122578372	0.0072531343902186305	0.008652723219025374	0.010788574976715306	0.006988239304584967	0.009542501353546291	0.015103575905916065	0.017672226700564272	0.0069859215017064845	0.019844381446408106	0.019766668681617604	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_23	0.008516085940109094	0.012573200137788494	0.021586194456136132	0.01644977747732522	0.011977557838996407	0.012393925859758822	0.011921672077922078	0.014524600707471327	0.004799919159256265	0.017407522536524712	0.015402202033571987	0.021577766269635767	0.012673681762688216	0.00704079519569269	0.010918235907501687	0.00941335552319534	0.00961093693786298	0.025642451885638	0.008741053619617505	0.006440802220244017	0.008461616882454889	0.014391385296633624	0.00891099367941146	0.0061046820256927484	0.009701955914312325	0.0057383103232770865	0.010557661072008662	0.014805086263506656	0.0122155391579339	0.005599402730375427	0.015561855359189336	0.016502448165387172	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_24	0.008571746632528108	0.015099322539901252	0.021586194456136132	0.015773759224832404	0.012923154510496124	0.013119696292987941	0.010247564935064936	0.012809518705113088	0.003637833468067906	0.015335198425033674	0.01576319114373383	0.023821853961677887	0.013255043311435382	0.008956305653344378	0.011040912715451144	0.010089452881214895	0.010227681554196432	0.02369562798976527	0.008037076146896633	0.006336073728857936	0.007646039351615863	0.01383787047753233	0.006527820951196767	0.007378702622359062	0.009934802856255821	0.00704505425828078	0.009542501353546291	0.01176049191093069	0.015439945433124574	0.005066126279863481	0.017069787080041015	0.01728827903040561	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_25	0.011187799176221752	0.03283959122746584	0.0203836209488305	0.02298462058475579	0.018092416314694573	0.006699419383653417	0.00979099025974026	0.004234108693321899	0.003385206143896524	0.016112319966842814	0.02412610552914987	0.01490304390356177	0.010871460961572002	0.008490370677158831	0.012819726430718272	0.01882671104639068	0.00601326000925117	0.0073979308043163865	0.000762642262114279	0.006231345237471854	0.0	0.0	0.018132835975546574	0.008015712920692218	0.011331884507916796	0.020907902960059087	0.011505143475906875	0.014208106978687839	0.010107273516463074	0.007785836177474402	0.012787260992822245	0.012754639424530013	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens
ASV_26	0.006011354781253479	0.006257894132506602	0.005892610185797607	0.013971043884851557	0.007753892706297674	0.0036846806610093793	0.004261363636363636	0.0010183299389002036	0.0019704931285367826	0.0027976375505129004	0.024186270380843512	0.031014442718223144	0.016045578745421778	0.007765582936425761	0.019628289271913145	0.01040149781568546	0.01202652001850234	0.00878851930136834	0.012495600140795494	0.018222757501178195	0.022224487715363443	0.030040758818497458	0.006424204745622215	0.004087482747637754	0.019714374417882645	0.022157831941366966	0.008324309691391446	0.008298012058981553	0.0011161406337198488	0.005492747440273038	0.009771397551118886	0.009974007132926314	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_27	0.009740621173327395	0.004994832931450224	0.009680716733810353	0.007548870486169793	0.009645086049297107	0.014850379633765074	0.007102272727272727	0.01066566620216529	0.006113581244947454	0.005906123717749456	0.010829673304855304	0.007422751596754704	0.01023196325795012	0.009111617312072893	0.011776973563147887	0.007541085916371958	0.010279076938890887	0.017966403381911224	0.01003167898627244	0.012933968686181076	0.010449587113875013	0.014441704825642832	0.00942907470728422	0.00928973351735853	0.010322881092828314	0.008579058008067724	0.010016242555495398	0.013670825622350904	0.010727351646307434	0.005599402730375427	0.01483804813318053	0.01589796288460376	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Paramuribaculum; s__Paramuribaculum_intestinale
ASV_28	0.0020594456195035067	0.015328970031002411	0.0018639889363237328	0.0035490958255872907	0.004980142469898506	0.006587762393925859	0.007406655844155844	0.006753135384285561	0.003082053354890865	0.011501398818775257	0.002707418326213826	0.0	0.0022673100401139467	0.024021536550010353	0.003250935410660615	0.005928853754940711	0.0027753507735005394	0.00467237735009456	0.008799718409010912	0.04084411164057182	0.014629421959425019	0.02108388265485835	0.00803025593202777	0.00928973351735853	0.011797578391803787	0.013749218794386682	0.009474824038982133	0.014267804907169722	0.00799900787499225	0.006505972696245733	0.008203148561433138	0.009732213020612949	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_29	0.004508516085940109	0.004707773567573775	0.005832481510432325	0.011999323981747507	0.007060455147197882	0.002512282268870031	0.0030945616883116885	0.0009111373137528138	0.0014147130153597412	0.003678375297896591	0.02081703868599964	0.027331837274871974	0.011859775594442184	0.004607579208945951	0.016193338649328346	0.00920532556688163	0.010998612324613249	0.008065413282901324	0.010676991669599905	0.010263392155835995	0.02120501580181466	0.026115835555779197	0.0033675266811729354	0.0025480411933326255	0.018782986650108663	0.016021816942219193	0.008662696264212236	0.006089188705151931	0.0007440937558132325	0.003572952218430034	0.007720610410760601	0.005742610167442423	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_30	0.0017811421574084382	0.010047077735675737	0.002224760988515423	0.0032674215537152836	0.004286704910798714	0.004522108083966057	0.006036931818181818	0.003966127130453425	0.0	0.008444720754325976	0.0025870886228265447	0.001208354911099603	0.0	0.0194139573410644	0.0025148745629638715	0.005304763885999584	0.0018502338490003598	0.00467237735009456	0.00838906488325707	0.031313818924438394	0.013100214089101845	0.018819503849443968	0.004973577867578489	0.0064762713663870895	0.009934802856255821	0.010397136526333731	0.010083919870059556	0.011700793982448809	0.004774601599801575	0.003892918088737201	0.007238072260088063	0.006770235144774225	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_31	0.024991650896137148	0.0001722356183258698	0.0006614154290180988	0.0037744352430848964	0.00579965958519826	0.0	0.019937094155844156	0.0	0.0	0.0	0.005354671800734011	0.002761954082513378	0.0	0.0	0.06557075384898485	0.025431662159350946	0.019016292336948144	0.0007231060184670152	0.0015839493136219642	0.00036654971985128554	0.0006116831481292691	0.0015095858702762542	0.00010361620557455187	0.0010616838305552607	0.00442409189692642	0.0	0.010557661072008662	0.0010148647841919886	0.0	0.0292768771331058	0.0027745943663670908	0.0036269116847004773	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_32	0.00829344317043304	0.011195315191181537	0.004329264626300283	0.0076615401949185966	0.010212444052196937	0.0015631978561857973	0.003601866883116883	0.012809518705113088	0.0045472918350848825	0.02953061858874728	0.0009626376270982492	0.0007480292306807066	0.0008139061682460322	0.020138745081797475	0.003802981046433172	0.004472644060744747	0.0019530246183892686	0.001779953276226499	0.0	0.002199298319107713	0.0014272606789682944	0.0018115030443315052	0.0034711428867474875	0.0047775772374986725	0.012185656628376281	0.028293846940514743	0.012994044396318355	0.015461763476807356	0.007502945371116761	0.002186433447098976	0.0027745943663670908	0.0021761470108202863	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_33	0.0033396415451408213	0.009760018371799288	0.008899043954061691	0.0034927609712128893	0.007564773371997731	0.008318445734702992	0.005022321428571429	0.008200235823775324	0.005608326596604689	0.007097710081856803	0.008062090126947837	0.0040853904137177054	0.0018603569559909308	0.0012942638227376269	0.002637551370913329	0.003016434366548783	0.004060235390861901	0.005951718767382356	0.007391763463569166	0.0008378279310886527	0.006320725864002447	0.0030191717405525084	0.00942907470728422	0.008281133878331032	0.021887612542688607	0.009488097267200728	0.012587980508933406	0.012715658766640797	0.017176164196688784	0.006132679180887372	0.009047590325110079	0.009127727739829535	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_34	0.009072692864299231	0.006143070386956022	0.013108051229631412	0.011435975438003492	0.009519006493097145	0.002512282268870031	0.004362824675324675	0.0036981455675849503	0.002879951495553759	0.0032639104755983837	0.008122254978641478	0.008516025087749584	0.005464798558223359	0.009991716711534478	0.0023921977550144147	0.0025483669648429376	0.0022613969265559953	0.004616753810212482	0.00956236067112519	0.00926847148766822	0.008512590478132328	0.012630201781311327	0.008600145062687805	0.005892345259581697	0.010245265445513815	0.011817510368729049	0.006361667569030861	0.011163512626111875	0.005208656290692627	0.003626279863481229	0.0055491887327341815	0.005500816055129058	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0867188337442384	0.006618835893290219	0.09962698165993161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009487195386618715	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens
ASV_36	0.008516085940109094	0.005626363531978413	0.013649209307918946	0.010647287476761873	0.010212444052196937	0.003070567217507816	0.004058441558441558	0.004770071819058848	0.002425222312045271	0.0026940213449383483	0.00836291438541604	0.006789803786178722	0.005581070867972792	0.009836405052805964	0.002882904986812243	0.0021843145412939464	0.0027753507735005394	0.004505506730448325	0.010207673354452657	0.00858773629365869	0.00784993373432562	0.01152317214310874	0.007771215418091389	0.007113281664720247	0.008537721204594846	0.010681211294812795	0.007241472658364916	0.00961136648558295	0.004774601599801575	0.0029330204778156995	0.0042825260872187704	0.005259021942815693	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_37	0.0037292663920739173	0.0036743598576185555	0.007876856472851903	0.009069911554278632	0.004917102691798525	0.006811076373380974	0.005428165584415584	0.0005895594383106442	0.002122069523039612	0.0010879701585327945	0.00740027675831779	0.016744346625237355	0.006511249345968258	0.008904535100434872	0.005888486781573944	0.007073018514666112	0.008377447705196073	0.007342307264434309	0.0051038366772263285	0.006754987694402262	0.003975940462840249	0.005786745836058975	0.003574759092322039	0.0025480411933326255	0.00333747283452344	0.003977046758706891	0.003789929615592853	0.0032833860665034925	0.005084640664723755	0.0014398464163822525	0.008263465830267205	0.008281448346732757	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_intestinale
